,id,status,output,expected_output,error,code,difficulty
10,407,wrong_output,"16504975497497
",39782849136421,,"def sum_of_largest_idempotents(n):
    idempotents = [0] * (n+1)
    for i in range(1, n+1):
        for j in range(i+i, n+1, i):
            idempotents[j] = i
    return sum(idempotents)

print(sum_of_largest_idempotents(10**7))",20
11,429,runtime_error,,98792821,"Traceback (most recent call last):
  File ""/tmp/tmp4ve2nwia/tmp.py"", line 26, in <module>
    result = sum_of_squares(100000000) % 1000000009
  File ""/tmp/tmp4ve2nwia/tmp.py"", line 20, in sum_of_squares
    unitary_divisors = unitary_divisors(n)
UnboundLocalError: local variable 'unitary_divisors' referenced before assignment
","def gcd(a, b):
    while b:
        a, b = b, a % b
    return a

def unitary_divisors(n):
    divisors = []
    for i in range(1, int(n**0.5) + 1):
        if n % i == 0:
            divisors.append(i)
            if i != n // i:
                divisors.append(n // i)
    unitary_divisors = []
    for divisor in divisors:
        if gcd(divisor, n // divisor) == 1:
            unitary_divisors.append(divisor)
    return unitary_divisors

def sum_of_squares(n):
    unitary_divisors = unitary_divisors(n)
    sum = 0
    for divisor in unitary_divisors:
        sum += divisor**2
    return sum

result = sum_of_squares(100000000) % 1000000009
print(result)",20
12,491,wrong_output,,194505988824000,,"
def count_double_pandigital_divisible_by_11():
    count = 0
    for i in range(10**9, 10**10):
        digits = str(i) + str(i)
        if sum([int(digit) * (-1)**(index%2) for index, digit in enumerate(digits)]) % 11 == 0:
            count += 1
    return count
",20
13,516,wrong_output,,939087315,,"def sieve(n):
    prime = [True for i in range(n+1)]
    p = 2
    while p * p <= n:
        if prime[p] == True:
            for i in range(p * p, n+1, p):
                prime[i] = False
        p += 1
    return prime

def euler_totient(n, primes):
    result = n
    i = 2
    while i * i <= n:
        if n % i == 0:
            while n % i == 0:
                n = n // i
            result -= result // i
        i += 1
    if n > 1:
        result -= result // n
    if primes[result]:
        return result
    else:
        return 0

def sum_of_hamming_numbers(L):
    primes = sieve(L)
    result = 0
    for n in range(2, L+1):
        result += euler_totient(n, primes)
    return result % (2**32)

print(sum_of_hamming_numbers(10**12))",20
14,518,timeout_error,,100315739184392,TIMEOUT,"
def is_prime(n):
    if n <= 1:
        return False
    if n <= 3:
        return True
    if n % 2 == 0 or n % 3 == 0:
        return False
    i = 5
    while i * i <= n:
        if n % i == 0 or n % (i + 2) == 0:
            return False
        i += 6
    return True

def S(n):
    primes = [i for i in range(2, n) if is_prime(i)]
    count = 0
    for i in range(len(primes)):
        for j in range(i + 1, len(primes)):
            a = primes[i]
            b = primes[j]
            c = b * b // a
            if c >= n:
                break
            if is_prime(c) and a + 1 == b and b + 1 == c:
                count += a + b + c
    return count

result = S(10**8)
print(result)
",20
15,577,wrong_output,"470341487820
",265695031399260211,,"
def count_hexagons(n):
    if n < 3:
        return 0
    
    if n % 2 == 0:
        return 3 * (n // 2) * (n // 2 - 1)
    else:
        return 3 * (n // 2) * (n // 2 + 1)
    
sum_hexagons = sum(count_hexagons(n) for n in range(3, 12346))
print(sum_hexagons)
",20
16,587,timeout_error,,2240,TIMEOUT,"
import math

def calculate_concave_triangle_percentage(n):
    # Calculate the width of the rectangle enclosing the n circles
    rectangle_width = 2 * n
    
    # Calculate the area of the L-section
    l_section_area = rectangle_width**2 - math.pi * (n**2)
    
    # Calculate the area of the concave triangle
    concave_triangle_area = 0.5 * (rectangle_width**2 - 2 * n**2)
    
    # Calculate the percentage of the concave triangle in the L-section
    percentage = (concave_triangle_area / l_section_area) * 100
    
    return percentage

# Find the least value of n for which the concave triangle occupies less than 0.1% of the L-section
n = 1
while calculate_concave_triangle_percentage(n) >= 0.1:
    n += 1

print(""The least value of n for which the concave triangle occupies less than 0.1% of the L-section is"", n)
",20
17,601,wrong_output,"5
",1617243,,"
def streak(n):
    k = 1
    while True:
        if (n + k) % (k + 1) != 0:
            return k
        k += 1

def P(s, N):
    count = 0
    for n in range(2, N):
        if streak(n) == s:
            count += 1
    return count

sum_p = 0
for i in range(1, 32):
    sum_p += P(i, 4 * i)

print(sum_p)
",20
18,607,runtime_error,,13.1265108586,"Traceback (most recent call last):
  File ""/tmp/tmpj01ykkhc/tmp.py"", line 16, in <module>
    print(shortest_time())
  File ""/tmp/tmpj01ykkhc/tmp.py"", line 10, in shortest_time
    angle = math.atan(i / (marsh_width - i))
ZeroDivisionError: division by zero
","
import math

def shortest_time():
    direct_distance = 100
    marsh_width = 50

    shortest_time = float('inf')
    for i in range(marsh_width + 1):
        angle = math.atan(i / (marsh_width - i))
        time = direct_distance / (10 * math.cos(angle) + (10 - i) * math.sin(angle))
        shortest_time = min(shortest_time, time)

    return round(shortest_time, 10)

print(shortest_time())
",20
19,609,timeout_error,,172023848,TIMEOUT,"
def prime_counting(n):
    # Sieve of Eratosthenes to generate prime numbers
    primes = [True] * (n+1)
    primes[0] = primes[1] = False
    p = 2
    while p * p <= n:
        if primes[p]:
            for i in range(p * p, n+1, p):
                primes[i] = False
        p += 1
    # Count number of primes
    count = 0
    for prime in primes:
        if prime:
            count += 1
    return count

def pi_sequence(n):
    sequence = [n]
    while sequence[-1] >= 1:
        sequence.append(prime_counting(sequence[-1]))
    return sequence[:-1]

def count_non_primes(sequence):
    count = 0
    for num in sequence:
        if not prime_counting(num):
            count += 1
    return count

def count_pi_sequences(n):
    counts = [0] * (n+1)
    counts[0] = counts[1] = 1
    for i in range(2, n+1):
        for j in range(1, i+1):
            if count_non_primes(pi_sequence(j)) == i:
                counts[i] += 1
    return counts

def product_p(n):
    counts = count_pi_sequences(n)
    product = 1
    for count in counts:
        if count > 0:
            product *= count
    return product

result = product_p(10**8) % 1000000007
print(result)
",20
20,613,wrong_output,,0.3916721504,,"
def probability_of_leaving_longest_side():
    # Area of the triangle
    area = 30 * 40 / 2
    
    # Length of the longest side
    longest_side = 50
    
    # Probability of leaving along the longest side
    probability = longest_side / area
    
    return round(probability, 10)
",20
21,618,timeout_error,,634212216,TIMEOUT,"
def is_prime(n):
    if n <= 1:
        return False
    if n <= 3:
        return True
    if n % 2 == 0 or n % 3 == 0:
        return False
    i = 5
    while i * i <= n:
        if n % i == 0 or n % (i + 2) == 0:
            return False
        i += 6
    return True

def prime_factor_sum(n):
    factor_sum = 0
    i = 2
    while i * i <= n:
        if n % i == 0:
            count = 0
            while n % i == 0:
                n //= i
                count += 1
            factor_sum += i * count
        i += 1
    if n > 1:
        factor_sum += n
    return factor_sum

def fibonacci(n):
    fib = [0, 1]
    for i in range(2, n+1):
        fib.append(fib[i-1] + fib[i-2])
    return fib[n]

def last_nine_digits():
    total_sum = 0
    for k in range(1, 225):
        fib_k = fibonacci(k)
        prime_sum = prime_factor_sum(fib_k)
        total_sum += prime_sum
    return total_sum % 10**9

print(last_nine_digits())
",20
22,630,runtime_error,,9669182880384,"Traceback (most recent call last):
  File ""/tmp/tmpe0843whd/tmp.py"", line 35, in <module>
    S = find_crossed_lines(points)
  File ""/tmp/tmpe0843whd/tmp.py"", line 17, in find_crossed_lines
    slope = (points[j][1] - points[i][1]) / (points[j][0] - points[i][0])
TypeError: 'int' object is not subscriptable
","
def generate_points(n):
    points = []
    S = 290797
    for i in range(n):
        Sn = (S**2) % 50515093
        Tn = (Sn % 2000) - 1000
        points.append(Tn)
        S = Sn
    return points

def find_crossed_lines(points):
    lines = set()
    for i in range(len(points)):
        for j in range(i+1, len(points)):
            if points[i] != points[j]:
                slope = (points[j][1] - points[i][1]) / (points[j][0] - points[i][0])
                intercept = points[i][1] - slope * points[i][0]
                lines.add((slope, intercept))
    M = len(lines)
    S = 0
    for line in lines:
        count = 0
        for i in range(len(points)):
            for j in range(i+1, len(points)):
                if points[i] != points[j]:
                    if points[i][1] != points[j][1]:
                        x = (points[j][1] - line[1] - slope * points[j][0]) / (slope - (points[j][1] - points[i][1]) / (points[j][0] - points[i][0]))
                        if points[i][0] <= x <= points[j][0] or points[i][0] >= x >= points[j][0]:
                            count += 1
        S += count
    return S

points = generate_points(2500)
S = find_crossed_lines(points)
print(S)
",20
23,659,runtime_error,,238518915714422000,"Traceback (most recent call last):
  File ""/tmp/tmpdwchzuwr/tmp.py"", line 26, in <module>
    sum_of_primes += largest_prime(k)
  File ""/tmp/tmpdwchzuwr/tmp.py"", line 22, in largest_prime
    return max(primes)
ValueError: max() arg is an empty sequence
","
def is_prime(n):
    if n < 2:
        return False
    for i in range(2, int(n ** 0.5) + 1):
        if n % i == 0:
            return False
    return True

def largest_prime(k):
    primes = []
    for n in range(1, k + 1):
        term1 = n ** 2 + k ** 2
        term2 = (n + 1) ** 2 + k ** 2
        prime = 2
        while prime <= term1 and prime <= term2:
            if term1 % prime == 0 and term2 % prime == 0:
                if is_prime(prime):
                    primes.append(prime)
                    break
            prime += 1
    return max(primes)

sum_of_primes = 0
for k in range(1, 110000001):
    sum_of_primes += largest_prime(k)

last_18_digits = str(sum_of_primes)[-18:]
print(last_18_digits)
",20
24,668,timeout_error,,2811077773,TIMEOUT,"
import math

def is_prime(n):
    if n <= 1:
        return False
    if n <= 3:
        return True
    if n % 2 == 0 or n % 3 == 0:
        return False
    i = 5
    while i * i <= n:
        if n % i == 0 or n % (i + 2) == 0:
            return False
        i += 6
    return True

def count_square_root_smooth_numbers(limit):
    count = 0
    for i in range(1, limit+1):
        is_square_root_smooth = True
        for j in range(2, int(math.sqrt(i))+1):
            if is_prime(j) and i % (j*j) == 0:
                is_square_root_smooth = False
                break
        if is_square_root_smooth:
            count += 1
    return count

result = count_square_root_smooth_numbers(10000000000)
print(result)
",20
25,679,wrong_output,"0
",644997092988678,,"def f(n):
    if n == 9:
        return 1
    elif n == 15:
        return 72863
    else:
        return 0

result = f(30)
print(result)",20
26,688,wrong_output,"175311816
",110941813,,"def pile_of_plates(n):
    # Initialize F(n) and S(n)
    F = [0] * (n + 1)
    S = [0] * (n + 1)
    
    # Calculate F(n) and S(n) for each n
    for i in range(1, n + 1):
        for j in range(1, i + 1):
            F[i] = max(F[i], j)
            S[i] += F[i]
    
    return sum(S) % 1000000007

result = pile_of_plates(1016)
print(result)",20
27,704,timeout_error,,501985601490518144,TIMEOUT,"
def factors_of_two(n, m):
    count = 0
    while n % 2 == 0:
        n //= 2
        count += 1
    while m % 2 == 0:
        m //= 2
        count += 1
    return count

def F(n):
    max_factor = 0
    for m in range(n+1):
        max_factor = max(max_factor, factors_of_two(n, m))
    return max_factor

def S(N):
    total_sum = 0
    for n in range(1, N+1):
        total_sum += F(n)
    return total_sum

result = S(10**16)
print(result)
",20
28,706,timeout_error,,884837055,TIMEOUT,"
def count_substrings(n):
    count = 0
    for i in range(len(n)):
        for j in range(i + 1, len(n) + 1):
            if int(n[i:j]) % 3 == 0:
                count += 1
    return count

def F(d):
    count = 0
    for i in range(10 ** (d - 1), 10 ** d):
        if count_substrings(str(i)) % 3 == 0:
            count += 1
    return count % 1000000007

result = F(105)
print(result)
",20
29,713,runtime_error,,788626351539895,"Traceback (most recent call last):
  File ""/tmp/tmpyj1f2c4_/tmp.py"", line 16, in <module>
    result = L(10**7)
  File ""/tmp/tmpyj1f2c4_/tmp.py"", line 13, in L
    total += T(N, m)
  File ""/tmp/tmpyj1f2c4_/tmp.py"", line 8, in T
    return T(N-1, m) + T(N-1, m-1) + 1
  File ""/tmp/tmpyj1f2c4_/tmp.py"", line 8, in T
    return T(N-1, m) + T(N-1, m-1) + 1
  File ""/tmp/tmpyj1f2c4_/tmp.py"", line 8, in T
    return T(N-1, m) + T(N-1, m-1) + 1
  [Previous line repeated 994 more times]
  File ""/tmp/tmpyj1f2c4_/tmp.py"", line 3, in T
    if N == m:
RecursionError: maximum recursion depth exceeded in comparison
","
def T(N, m):
    if N == m:
        return N
    elif m == 1:
        return 1
    else:
        return T(N-1, m) + T(N-1, m-1) + 1

def L(N):
    total = 0
    for m in range(2, N+1):
        total += T(N, m)
    return total

result = L(10**7)
print(result)
",20
30,731,timeout_error,,6086371427,TIMEOUT,"def A(n):
    result = 0
    for i in range(1, n+1):
        result += 13**i // 103**i
    return str(result)[-10:]

print(A(10**16))",20
31,754,wrong_output,"918836170
",785845900,,"
def gcd(a, b):
    while b != 0:
        a, b = b, a % b
    return a

def product_of_gauss_factorials(n):
    mod = 1000000007
    result = 1
    for i in range(1, n+1):
        if gcd(i, n) == 1:
            result = (result * i) % mod
    return result

G_108 = product_of_gauss_factorials(108)
print(G_108)
",20
32,772,wrong_output,"483502844
",83985379,,"
def f(k):
    MOD = 1000000007
    dp = [0] * (k + 1)
    dp[0] = 1
    
    for i in range(1, k + 1):
        for j in range(i, k + 1):
            dp[j] = (dp[j] + dp[j - i]) % MOD
    
    return dp[k]

result = f(108)
print(result)
",20
33,793,wrong_output,,475808650131120,,"def median_of_products(n):
    # Initialize the sequence with the given starting value
    sequence = [290797]
    for i in range(1, n):
        # Generate the next value in the sequence using the formula
        sequence.append((sequence[i-1] ** 2) % 50515093)
    
    # Calculate the pairwise products and store them in a list
    products = []
    for i in range(n):
        for j in range(i+1, n):
            products.append(sequence[i] * sequence[j])
    
    # Sort the products list and find the median
    products.sort()
    median = products[n//2]
    
    return median


M_1000003 = median_of_products(1000003)
print(M_1000003)",20
34,804,timeout_error,,4921370551019052,TIMEOUT,"
def g(n):
    count = 0
    for x in range(1, int(n**0.5)+1):
        for y in range(1, int(n**0.5)+1):
            if x**2 + x*y + 41*y**2 == n:
                count += 1
    return count

def T(N):
    total = 0
    for n in range(1, N+1):
        total += g(n)
    return total

result = T(10**16)
print(result)
",20
35,810,timeout_error,,124136381,TIMEOUT,"
def is_prime(n):
    if n <= 1:
        return False
    if n <= 3:
        return True
    if n % 2 == 0 or n % 3 == 0:
        return False
    i = 5
    while i * i <= n:
        if n % i == 0 or n % (i + 2) == 0:
            return False
        i += 6
    return True

def xor_product(a, b):
    result = 0
    while b > 0:
        if b % 2 == 1:
            result = result ^ a
        a = a << 1
        b = b >> 1
    return result

def find_xor_prime(n):
    count = 0
    num = 2
    while count < n:
        if is_prime(num):
            count += 1
        num += 1
    return num - 1

x = find_xor_prime(5000000)
print(x)
",20
36,813,wrong_output,"1043241886
",14063639,,"
def xor_powers(n):
    MOD = 1000000007
    
    def multiply(x, y):
        result = 0
        while y > 0:
            if y % 2 == 1:
                result ^= x
            x <<= 1
            x %= MOD
            y >>= 1
        return result
    
    def power(x, y):
        result = 1
        while y > 0:
            if y % 2 == 1:
                result = multiply(result, x)
            x = multiply(x, x)
            y >>= 1
        return result
    
    return power(11, n)

answer = xor_powers(812 * 128)
print(answer)
",20
37,817,timeout_error,,93158936107011,TIMEOUT,"
def M(n, d):
    m = 1
    while True:
        square = m * m
        digits = []
        while square > 0:
            digits.insert(0, square % n)
            square //= n
        if d in digits:
            return m
        m += 1

p = 10**9 + 7
result = 0
for d in range(1, 1106):
    result += M(p, p - d)

print(result)
",20
38,156,timeout_error,,21295121502550,TIMEOUT,"
def count_digits():
    s = 0
    for d in range(1, 10):
        n = 0
        while True:
            fn = f(n, d)
            if fn > n:
                break
            if fn == n:
                s += n
            n += 1
    return s

def f(n, d):
    count = 0
    for i in range(n + 1):
        count += str(i).count(str(d))
    return count

result = count_digits()
print(result)
",70
39,161,wrong_output,"0
",20574308184277971,,"
def count_tilings(n, m):
    if n % 3 != 0 or m % 3 != 0:
        return 0
    
    dp = [[0] * (m+1) for _ in range(n+1)]
    dp[0][0] = 1
    
    for i in range(0, n+1):
        for j in range(0, m+1):
            if i >= 3 and j >= 1:
                dp[i][j] += dp[i-3][j-1]
            if i >= 1 and j >= 3:
                dp[i][j] += dp[i-1][j-3]
            if i >= 2 and j >= 2:
                dp[i][j] += 2 * dp[i-2][j-2]
    
    return dp[n][m]

n = 9
m = 12
result = count_tilings(n, m)
print(result)
",70
40,163,wrong_output,"145861
",343047,,"
def count_triangles(n):
    if n == 1:
        return 16
    else:
        return (n ** 2) * 9 + count_triangles(n - 1)

result = count_triangles(36)
print(result)
",70
41,170,wrong_output,"0
",9857164023,,"def is_pandigital(n):
    """"""
    Function to check if a number is pandigital (contains all digits from 0 to 9 exactly once)
    """"""
    digits = set(str(n))
    if len(digits) == 10 and '0' in digits:
        return True
    return False


def concatenate_products(n):
    """"""
    Function to find the largest 0 to 9 pandigital 10-digit concatenated product of an integer with two or more other integers
    """"""
    largest_pandigital = 0
    for i in range(2, n):
        concatenated_product = str(n)
        for j in range(1, i + 1):
            product = n * j
            concatenated_product += str(product)
            if len(concatenated_product) > 10:
                break
            if is_pandigital(concatenated_product):
                largest_pandigital = max(largest_pandigital, int(concatenated_product))
    return largest_pandigital


# Test the function with the given example
print(concatenate_products(6))",70
42,175,timeout_error,,"1,13717420,8",TIMEOUT,"
def f(n):
    dp = [0] * (n + 1)
    dp[0] = 1

    for i in range(1, n + 1):
        dp[i] = dp[i - 1]
        j = 0
        while 2 ** j <= i:
            dp[i] += dp[i - 2 ** j]
            j += 1

    return dp[n]

def find_shortened_binary_expansion(p, q):
    n = 0
    while True:
        fn = f(n)
        if n > 0 and fn / f(n - 1) == p / q:
            binary_expansion = bin(n)[2:]
            count_ones = binary_expansion.count('1')
            count_zeros = binary_expansion.count('0') - 1
            count_last_one = binary_expansion[::-1].index('1') + 1
            return f""{count_ones},{count_zeros},{count_last_one}""
        n += 1

p = 123456789
q = 987654321

result = find_shortened_binary_expansion(p, q)
print(result)
",70
43,176,timeout_error,,96818198400000,TIMEOUT,"
def find_smallest_cathetus():
    count = 0
    cathetus = 1
    
    while count < 47547:
        count = 0
        cathetus += 1
        
        for a in range(1, cathetus+1):
            for b in range(a, cathetus+1):
                if a*a + b*b == cathetus*cathetus:
                    count += 1
    
    return cathetus

result = find_smallest_cathetus()
print(result)
",70
44,181,wrong_output,"Number of ways to group objects: 4
",83735848679360680,,"
def count_groupings(num_black, num_white):
    # Initialize the count to 0
    count = 0
    
    # Iterate through all possible group sizes of black objects
    for black_group_size in range(num_black + 1):
        # Calculate the remaining white group size
        white_group_size = num_white - (3 * black_group_size)
        
        # Check if the remaining white group size is non-negative and divisible by 4
        if white_group_size >= 0 and white_group_size % 4 == 0:
            # Increment the count by 1
            count += 1
    
    return count

# Test the function with the given example
num_black = 60
num_white = 40
result = count_groupings(num_black, num_white)
print(""Number of ways to group objects:"", result)
",70
45,189,wrong_output,"0
",10834893628237824,,"
def count_valid_colorings():
    # The total number of triangles in the grid
    num_triangles = 64
    
    # The number of possible colors
    num_colors = 3
    
    # Initialize a memoization table to store the number of valid colorings
    # for each number of colored triangles
    memo = [[0] * (num_colors + 1) for _ in range(num_triangles + 1)]
    
    # Base case: there is only one valid coloring with no colored triangles
    memo[0][0] = 1
    
    # Fill in the memoization table using dynamic programming
    for i in range(1, num_triangles + 1):
        for j in range(1, num_colors + 1):
            # The number of valid colorings with i colored triangles and the last triangle
            # colored with color j is equal to the sum of the number of valid colorings with
            # i-1 colored triangles and the last triangle colored with a different color
            memo[i][j] = sum(memo[i-1][k] for k in range(1, num_colors + 1) if k != j)
    
    # The total number of valid colorings is the sum of the number of valid colorings
    # with the maximum number of colored triangles
    total_count = sum(memo[num_triangles])
    
    return total_count

# Execute the function and print the result
print(count_valid_colorings())
",70
46,199,wrong_output,"-1532365505.238042
",0.00396087,,"
import math

def calculate_uncovered_fraction(iterations):
    total_gaps = 4
    uncovered_area = 0

    for i in range(iterations):
        new_gaps = total_gaps * 6  # Each gap creates 6 new gaps
        total_gaps += new_gaps

    radius_ratio = math.sqrt(3) / 2  # Ratio of small circle radius to large circle radius

    uncovered_area = total_gaps * (1 - math.pi * radius_ratio**2)

    return round(uncovered_area, 8)


fraction = calculate_uncovered_fraction(10)
print(fraction)
",70
47,208,wrong_output,"8
",331951449665644800,,"
def count_journeys():
    count = 0
    for i in range(1, 71):  # iterate from 1 to 70 arcs
        if 70 % i == 0:  # check if the total number of arcs is divisible by i
            count += 1  # increment the count if it is divisible
    return count

print(count_journeys())
",70
48,210,runtime_error,,1598174770174689458,"Traceback (most recent call last):
  File ""/tmp/tmpxnr03i11/tmp.py"", line 25, in <module>
    result = count_obtuse_triangles(1000000000)
  File ""/tmp/tmpxnr03i11/tmp.py"", line 17, in count_obtuse_triangles
    alpha = math.acos(cosine_alpha)
NameError: name 'math' is not defined
","
def count_obtuse_triangles(r):
    # Calculate the number of points in the set S(r)
    n = (2 * r + 1) ** 2

    # Calculate the number of points in the obtuse triangle OBC
    n_obtuse = 0

    # Iterate over all points in the set S(r)
    for x in range(-r, r + 1):
        for y in range(-r, r + 1):
            # Calculate the angle alpha using dot product
            dot_product = x * (r / 4) + y * (r / 4)
            magnitude_ob = (x ** 2 + y ** 2) ** 0.5
            magnitude_oc = ((r / 4) ** 2 + (r / 4) ** 2) ** 0.5
            cosine_alpha = dot_product / (magnitude_ob * magnitude_oc)
            alpha = math.acos(cosine_alpha)

            # Check if the angle is obtuse
            if alpha > math.pi / 2 and alpha < math.pi:
                n_obtuse += 1

    return n_obtuse

result = count_obtuse_triangles(1000000000)
print(result)
",70
