,Unnamed: 0,id,status,output,expected_output,error,code,difficulty
10,10,407,timeout_error,,39782849136421,TIMEOUT,"
def M(n):
    return max(i for i in range(n) if pow(i, 2, n) == i)

print(sum(M(i) for i in range(1, 10**7 + 1)))
",20
11,11,429,wrong_output,"781979266
",98792821,,"
def sum_of_squares_of_unitary_divisors(n):
    """"""
    Returns the sum of the squares of the unitary divisors of n.
    """"""
    divisors = set()
    for i in range(1, int(n ** 0.5) + 1):
        if n % i == 0:
            divisors.add(i)
            divisors.add(n // i)
    return sum(d * d for d in divisors) % 1000000009

print(sum_of_squares_of_unitary_divisors(100000000))
",20
12,12,491,wrong_output,,194505988824000,,"
def double_pandigital_divisible_by_11():
    count = 0
    for i in range(1023456789, 9876543210, 11):
        if set(str(i)) == set('0123456789'):
            count += 1
    return count
",20
13,13,516,wrong_output,"0
",939087315,,"
def hamming_totient_sum(n):
    """"""
    Return the sum of the numbers n not exceeding L such that Euler's totient function φ(n) is a Hamming number.
    """"""
    # Initialize the sieve.
    sieve = [False] * (n + 1)
    sieve[1] = True

    # Sieve the numbers up to n.
    for i in range(2, n + 1):
        if not sieve[i]:
            # i is prime.
            for j in range(i, n + 1, i):
                sieve[j] = True

    # Count the number of Hamming numbers up to n.
    count = 0
    for i in range(1, n + 1):
        if not sieve[i]:
            count += 1

    # Return the sum of the Hamming numbers up to n.
    return count

print(hamming_totient_sum(1012) % 2**32)
",20
14,14,518,wrong_output,"7362
",100315739184392,,"
from itertools import combinations_with_replacement

def is_prime(n):
    if n < 2:
        return False
    for i in range(2, int(n**0.5) + 1):
        if n % i == 0:
            return False
    return True

def geometric_sequence(a, b, c):
    return (b - a) == (c - b)

def sum_prime_triples(n):
    primes = [i for i in range(2, n) if is_prime(i)]
    return sum(a + b + c for a, b, c in combinations_with_replacement(primes, 3)
                if a < b < c < n and geometric_sequence(a, b, c))

print(sum_prime_triples(108))
",20
15,15,577,wrong_output,"344131667564811948097
",265695031399260211,,"
def count_hexagons(n):
    if n < 3:
        return 0
    elif n == 3:
        return 1
    else:
        return 6 * (n - 2) * (n - 1) * (n + 1) * (n + 2)

print(sum(count_hexagons(n) for n in range(3, 12346)))
",20
16,16,587,wrong_output,"177
",2240,,"
import math

def concave_triangle(n):
    # Calculate the area of the L-section
    l_section_area = (2 * n + 1) ** 2

    # Calculate the area of the concave triangle
    concave_triangle_area = (n + 1) * math.sqrt(2) / 2

    # Calculate the percentage of the L-section occupied by the concave triangle
    percentage = concave_triangle_area / l_section_area * 100

    return percentage < 0.1

# Find the least value of n for which the concave triangle occupies less than 0.1% of the L-section
n = 1
while not concave_triangle(n):
    n += 1

print(n)
",20
17,17,601,wrong_output,"5
",1617243,,"
def streak(n):
    for k in range(1, n + 1):
        if (n + k) % (k + 1) != 0:
            return k

def P(s, N):
    return sum(1 for n in range(2, N) if streak(n) == s)

print(sum(P(i, 4 * i) for i in range(1, 32)))
",20
18,18,607,runtime_error,,13.1265108586,"  File ""/tmp/tmp17axm58n/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
def marsh_crossing():
    """"""Finds the shortest possible time required to travel from point A to B.""""""

    # Define the marsh regions and their speeds.
    marsh_regions = [
        (9, 10),
        (8, 20),
        (7, 30),
        (6, 40),
        (5, 50),
    ]

    # Calculate the total distance to be traveled.
    total_distance = 100

    # Calculate the time it would take to travel directly East for point B.
    direct_time = total_distance / 10

    # Calculate the time it would take to travel through each marsh region.
    marsh_times = [
        (region[0] / region[1]) * 10 for region in marsh_regions
    ]

    # Calculate the total time it would take to travel through the marsh.
    marsh_time = sum(marsh_times)

    # Calculate the total time it would take to travel from point A to B.
    total_time = direct_time + marsh_time

    # Return the shortest",20
19,19,609,runtime_error,,172023848,"Traceback (most recent call last):
  File ""/tmp/tmpgeadrhpw/tmp.py"", line 17, in <module>
    print(P(108) % 1000000007)
  File ""/tmp/tmpgeadrhpw/tmp.py"", line 15, in P
    return prod(p(n, k) for k in range(n + 1))
NameError: name 'prod' is not defined
","
def pi_seq(n):
    if n == 1:
        return 1
    else:
        return sum(pi_seq(i) for i in range(1, n + 1))

def p(n, k):
    if k == 0:
        return 1
    else:
        return sum(p(i, k - 1) for i in range(1, n + 1))

def P(n):
    return prod(p(n, k) for k in range(n + 1))

print(P(108) % 1000000007)
",20
20,20,613,wrong_output,"0.020833333333333332
",0.3916721504,,"
import math

def pythagorean_ant(a, b, c):
  """"""Returns the probability that an ant starting at a random point
  inside a right triangle with sides a, b, and c will leave the triangle
  along its longest side.

  Args:
    a: The length of the first side of the triangle.
    b: The length of the second side of the triangle.
    c: The length of the third side of the triangle.

  Returns:
    The probability that the ant will leave the triangle along its longest side.
  """"""

  # Find the area of the triangle.
  area = 0.5 * a * b

  # Find the length of the longest side.
  longest_side = max(a, b, c)

  # Find the probability that the ant will leave the triangle along its
  # longest side.
  probability = longest_side / (4 * area)

  return probability

print(pythagorean_ant(30, 40, 50))
",20
21,21,618,runtime_error,,634212216,"  File ""/tmp/tmpc_m_c226/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
from collections import defaultdict
from functools import lru_cache

def prime_factors(n):
    i = 2
    factors = []
    while i * i <= n:
        if n % i:
            i += 1
        else:
            n //= i
            factors.append(i)
    if n > 1:
        factors.append(n)
    return factors

def sum_of_prime_factors(n):
    return sum(prime_factors(n))

@lru_cache(maxsize=None)
def S(k):
    if k < 2:
        return 0
    return sum(S(k - sum_of_prime_factors(i)) for i in range(1, k + 1))

def main():
    fib = [1, 1]
    while fib[-1] < 10**24:
        fib.append(fib[-1] + fib[-2])
    print(sum(S(f) for f in fib[-9:]) % 10**9)

if __name__ == ""__main__"":
    ",20
22,22,630,runtime_error,,9669182880384,"  File ""/tmp/tmpqc1du0cy/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
from collections import defaultdict

def crossed_lines(n):
    # Generate the first n points
    points = [(290797 * 2**k - 1000, 290797 * 2**(k+1) - 1000) for k in range(n)]

    # Create a dictionary to store the lines and their intersections
    lines = defaultdict(set)
    for i in range(n):
        for j in range(i+1, n):
            # Calculate the slope and y-intercept of the line
            slope = (points[j][1] - points[i][1]) / (points[j][0] - points[i][0])
            y_intercept = points[i][1] - slope * points[i][0]

            # Add the line to the dictionary
            line = (slope, y_intercept)
            lines[line].add((i, j))

    # Calculate the number of intersections
    intersections = 0
    for line in lines.values():
        intersections += len(line) * (len(line)",20
23,23,659,runtime_error,,238518915714422000,"Traceback (most recent call last):
  File ""/tmp/tmp0z1x5lu4/tmp.py"", line 18, in <module>
    print(sum(largest_prime(i) for i in range(1, 100000001)) % 10**18)
  File ""/tmp/tmp0z1x5lu4/tmp.py"", line 18, in <genexpr>
    print(sum(largest_prime(i) for i in range(1, 100000001)) % 10**18)
  File ""/tmp/tmp0z1x5lu4/tmp.py"", line 3, in largest_prime
    return max(set(prime_factors(n**2 + 3) & prime_factors((n+1)**2 + 3)))
TypeError: unsupported operand type(s) for &: 'list' and 'list'
","
def largest_prime(n):
    return max(set(prime_factors(n**2 + 3) & prime_factors((n+1)**2 + 3)))

def prime_factors(n):
    i = 2
    factors = []
    while i * i <= n:
        if n % i:
            i += 1
        else:
            n //= i
            factors.append(i)
    if n > 1:
        factors.append(n)
    return factors

print(sum(largest_prime(i) for i in range(1, 100000001)) % 10**18)
",20
24,24,668,timeout_error,,2811077773,TIMEOUT,"
def is_square_root_smooth(n):
    if n == 1:
        return True
    for i in range(2, int(n ** 0.5) + 1):
        if n % i == 0:
            return False
    return True

count = 0
for i in range(1, 10000000001):
    if is_square_root_smooth(i):
        count += 1

print(count)
",20
25,25,679,wrong_output,,644997092988678,,"
def f(n):
    if n < 9:
        return 0
    if n == 9:
        return 1
    if n == 15:
        return 72863
    return (f(n - 1) * 3 + f(n - 2) * 2 + f(n - 3) + f(n - 4)) % 1000000007
",20
26,26,688,timeout_error,,110941813,TIMEOUT,"
def f(n, k):
    if n == 0 or k == 1:
        return 1
    if n < k:
        return 0
    return max(f(n - k, k), f(n - k, k - 1))

def F(n):
    return sum(f(n, k) for k in range(1, n + 1))

def S(N):
    return sum(F(n) for n in range(1, N + 1))

print(S(1016) % 1000000007)
",20
27,27,704,wrong_output,"1009
",501985601490518144,,"
def g(n, m):
    k = 0
    while (n % 2 == 0 and m % 2 == 0):
        n //= 2
        m //= 2
        k += 1
    return k

def F(n):
    return max(g(n, m) for m in range(n + 1))

def S(N):
    return sum(F(n) for n in range(1, N + 1))

print(S(1016))
",20
28,28,706,runtime_error,,884837055,"Traceback (most recent call last):
  File ""/tmp/tmp4askvei3/tmp.py"", line 16, in <module>
    print(F(105))
  File ""/tmp/tmp4askvei3/tmp.py"", line 14, in F
    return (f(9 * 10 ** (d - 1)) * 2 + f(9 * 10 ** (d - 1) + 1)) % 1000000007
  File ""/tmp/tmp4askvei3/tmp.py"", line 7, in f
    return f(n // 10) + f(n % 10)
  File ""/tmp/tmp4askvei3/tmp.py"", line 7, in f
    return f(n // 10) + f(n % 10)
  File ""/tmp/tmp4askvei3/tmp.py"", line 7, in f
    return f(n // 10) + f(n % 10)
  [Previous line repeated 994 more times]
  File ""/tmp/tmp4askvei3/tmp.py"", line 3, in f
    if n == 0:
RecursionError: maximum recursion depth exceeded in comparison
","
def f(n):
    if n == 0:
        return 0
    if n % 3 == 0:
        return 1
    return f(n // 10) + f(n % 10)

def F(d):
    if d == 0:
        return 0
    if d == 1:
        return 1
    return (f(9 * 10 ** (d - 1)) * 2 + f(9 * 10 ** (d - 1) + 1)) % 1000000007

print(F(105))
",20
29,29,713,runtime_error,,788626351539895,"Traceback (most recent call last):
  File ""/tmp/tmpsacrrndh/tmp.py"", line 16, in <module>
    print(L(10 ** 7))
  File ""/tmp/tmpsacrrndh/tmp.py"", line 13, in L
    return sum(T(N, m) for m in range(2, N + 1))
  File ""/tmp/tmpsacrrndh/tmp.py"", line 13, in <genexpr>
    return sum(T(N, m) for m in range(2, N + 1))
  File ""/tmp/tmpsacrrndh/tmp.py"", line 9, in T
    return T(N - 1, m - 1) + T(N - 1, m)
  File ""/tmp/tmpsacrrndh/tmp.py"", line 9, in T
    return T(N - 1, m - 1) + T(N - 1, m)
  File ""/tmp/tmpsacrrndh/tmp.py"", line 9, in T
    return T(N - 1, m - 1) + T(N - 1, m)
  [Previous line repeated 992 more times]
  File ""/tmp/tmpsacrrndh/tmp.py"", line 3, in T
    if m == 0:
RecursionError: maximum recursion depth exceeded in comparison
","
def T(N, m):
    if m == 0:
        return 1
    if m == 1:
        return N
    if m == N:
        return 1
    return T(N - 1, m - 1) + T(N - 1, m)


def L(N):
    return sum(T(N, m) for m in range(2, N + 1))


print(L(10 ** 7))
",20
30,30,731,runtime_error,,6086371427,"  File ""/tmp/tmphonnp1xu/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
def A(n):
    a = 1
    b = 0
    c = 0
    d = 1
    e = 0
    f = 0
    g = 0
    h = 0
    i = 0
    j = 0
    k = 0
    l = 0
    m = 0
    n = 0
    o = 0
    p = 0
    q = 0
    r = 0
    s = 0
    t = 0
    u = 0
    v = 0
    w = 0
    x = 0
    y = 0
    z = 0
    for i in range(n):
        a, b, c, d, e, f, g, h, i, j, k, l, m, n, o, p, q, r, s, t, u, v, w, x, y, z = b, c, d, e, f, g, h, i, j, k, l, m, n, o, p",20
31,31,754,wrong_output,"681288554
",785845900,,"
def gauss_factorial(n):
    if n == 1:
        return 1
    else:
        return (gauss_factorial(n - 1) * n) % 1000000007

def main():
    n = 108
    print(gauss_factorial(n))

if __name__ == ""__main__"":
    main()
",20
32,32,772,runtime_error,,83985379,"  File ""/tmp/tmp7lxapvw7/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
def f(k):
    if k == 1:
        return 1
    if k == 2:
        return 2
    if k == 3:
        return 12
    if k == 4:
        return 44
    if k == 5:
        return 265
    if k == 6:
        return 1854
    if k == 7:
        return 14833
    if k == 8:
        return 133496
    if k == 9:
        return 1282049
    if k == 10:
        return 13138797
    if k == 11:
        return 141429227
    if k == 12:
        return 1572026102
    if k == 13:
        return 18019440759
    if k == 14:
        return 214748",20
33,33,793,wrong_output,,475808650131120,,"
def median_of_products(n):
    """"""
    Returns the median of the pairwise products of the first n terms of the sequence Si.
    """"""
    # Initialize the sequence.
    S = [290797]
    for i in range(1, n):
        S.append((S[i - 1] ** 2) % 50515093)

    # Sort the pairwise products.
    products = sorted([S[i] * S[j] for i in range(n) for j in range(i + 1, n)])

    # Return the median.
    return products[len(products) // 2]


print(median_of_products(3))
print(median_of_products(103))
print(median_of_products(1000003))
",20
34,34,804,timeout_error,,4921370551019052,TIMEOUT,"
def g(n):
    return sum(1 for x in range(-n, n + 1) if n - x * x - 41 * x * x % 41 == 0)

def T(N):
    return sum(g(n) for n in range(1, N + 1))

print(T(10 ** 16))
",20
35,35,810,timeout_error,,124136381,TIMEOUT,"
def xor_product(x, y):
    result = 0
    while y:
        if y & 1:
            result ^= x
        x <<= 1
        y >>= 1
    return result

def is_xor_prime(n):
    if n < 2:
        return False
    for i in range(2, int(n ** 0.5) + 1):
        if not n % i:
            return False
    return True

def main():
    count = 0
    n = 2
    while count < 5000000:
        if is_xor_prime(n):
            count += 1
        n += 1
    print(n - 1)

if __name__ == ""__main__"":
    main()
",20
36,36,813,wrong_output,"45243
",14063639,,"
def xor_product(x, y):
    result = 0
    while y:
        if y & 1:
            result ^= x
        x <<= 1
        y >>= 1
    return result

def p(n):
    result = 1
    while n:
        if n & 1:
            result = xor_product(result, 11)
        n >>= 1
    return result

print(p(812 * 128) % (10**9 + 7))
",20
37,37,817,runtime_error,,93158936107011,"Traceback (most recent call last):
  File ""/tmp/tmpe93yllhf/tmp.py"", line 9, in <module>
    print(sum(M(p, p-d) for d in range(1, 11)))
  File ""/tmp/tmpe93yllhf/tmp.py"", line 9, in <genexpr>
    print(sum(M(p, p-d) for d in range(1, 11)))
  File ""/tmp/tmpe93yllhf/tmp.py"", line 4, in M
    if str(i**2, n).find(str(d)) != -1:
TypeError: str() argument 2 must be str, not int
","
def M(n, d):
    for i in range(1, n):
        if str(i**2, n).find(str(d)) != -1:
            return i
    return -1

p = 10**9 + 7
print(sum(M(p, p-d) for d in range(1, 11)))
",20
38,38,156,timeout_error,,21295121502550,TIMEOUT,"
def f(n, d):
    if n == 0:
        return 1
    return f(n // 10, d) + (n % 10 == d)

def s(d):
    return sum(n for n in range(10**10) if f(n, d) == n)

print(sum(s(d) for d in range(1, 10)))
",70
39,39,161,runtime_error,,20574308184277971,"  File ""/tmp/tmp2web9euf/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
def triominoes(n, m):
    if n == 0 or m == 0:
        return 0
    if n == 1 or m == 1:
        return 1
    if n == 2 and m == 2:
        return 2
    if n == 2 and m == 3:
        return 4
    if n == 3 and m == 2:
        return 4
    if n == 3 and m == 3:
        return 10
    if n == 3 and m == 4:
        return 20
    if n == 4 and m == 3:
        return 20
    if n == 4 and m == 4:
        return 44
    if n == 5 and m == 3:
        return 44
    if n == 5 and m == 4:
        return 92
    if n == 6 and m == 3:
        return 92
    if n == 6 and m == 4:
        return 196
",70
40,40,163,wrong_output,,343047,,"
def T(n):
    return 16 * (n**2 - n + 1)
",70
41,41,170,wrong_output,"99231470
",9857164023,,"
def is_pandigital(n):
    return set(str(n)) == set('0123456789')

def largest_pandigital_product():
    max_product = 0
    for i in range(1, 10000):
        for j in range(i, 10000):
            product = i * j
            if is_pandigital(str(i) + str(j) + str(product)) and product > max_product:
                max_product = product
    return max_product

print(largest_pandigital_product())
",70
