,Unnamed: 0,id,status,output,expected_output,error,code,difficulty
10,10,11,runtime_error,,70600674,"  File ""/tmp/tmp56srxcyj/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
grid = """"""
08 02 22 97 38 15 00 40 00 75 04 05 07 78 52 12 50 77 91 08
49 49 99 40 17 81 18 57 60 87 17 40 98 43 69 48 04 56 62 00
81 49 31 73 55 79 14 29 93 71 40 67 53 88 30 03 49 13 36 65
52 70 95 23 04 60 11 42 69 24 68 56 01 32 56 71 37 02 36 91
22 31 16 ",5
11,11,12,no_error,"76576500
",76576500,,"
def triangle_number(n):
    return n * (n + 1) // 2

def num_divisors(n):
    count = 0
    for i in range(1, int(n ** 0.5) + 1):
        if n % i == 0:
            count += 2
    return count

n = 1
while num_divisors(triangle_number(n)) < 500:
    n += 1

print(triangle_number(n))
",5
12,12,13,wrong_output,"0
",5537376230,,"
print(str(sum(map(int, [x.strip() for x in open('input.txt').readlines()])))[:10])
",5
13,13,14,no_error,"837799
",837799,,"
def collatz_len(n):
    length = 1
    while n > 1:
        n = 3 * n + 1 if n % 2 else n // 2
        length += 1
    return length

print(max(range(1, 1000000), key=collatz_len))
",5
14,14,15,no_error,"137846528820
",137846528820,,"
def lattice_paths(n):
    # Create a 2D array to store the number of paths to each cell
    paths = [[0 for _ in range(n+1)] for _ in range(n+1)]

    # Initialize the top and left edges with 1 path each
    for i in range(n+1):
        paths[i][0] = 1
        paths[0][i] = 1

    # Calculate the number of paths to each cell
    for i in range(1, n+1):
        for j in range(1, n+1):
            paths[i][j] = paths[i-1][j] + paths[i][j-1]

    # Return the number of paths to the bottom right corner
    return paths[n][n]

print(lattice_paths(20))
",5
15,15,16,no_error,"1366
",1366,,"
def power_digit_sum(base, exponent):
    return sum(map(int, str(base ** exponent)))

print(power_digit_sum(2, 1000))
",5
16,16,17,runtime_error,,21124,"  File ""/tmp/tmp05glcc52/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
def num_letters(n):
    if n < 0:
        raise ValueError(""n must be non-negative"")
    elif n < 20:
        return _small_numbers[n]
    elif n < 100:
        return _tens[n // 10] + ("""" if n % 10 == 0 else ""-"" + _small_numbers[n % 10])
    elif n < 1000:
        return _small_numbers[n // 100] + "" hundred"" + ("""" if n % 100 == 0 else "" and "" + num_letters(n % 100))
    elif n == 1000:
        return ""one thousand""
    else:
        raise ValueError(""n must be less than 1000"")

_small_numbers = ["""", ""one"", ""two"", ""three"", ""four"", ""five"", ""six"", ""seven"", ""eight"", ""nine"", ""ten"",
                  ""eleven"", ""twelve"", ""thirteen"", ""fourteen"", ""fifteen"", ""sixteen"", """,5
17,17,18,runtime_error,,1074,"  File ""/tmp/tmpp0j8mywm/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
def max_path_sum(triangle):
    n = len(triangle)
    dp = [[0] * i for i in range(1, n + 1)]
    for i in range(n - 1, -1, -1):
        for j in range(i + 1):
            dp[i][j] = triangle[i][j] + max(dp[i + 1][j], dp[i + 1][j + 1])
    return dp[0][0]

triangle = [
    [75],
    [95, 64],
    [17, 47, 82],
    [18, 35, 87, 10],
    [20, 04, 82, 47, 65],
    [19, 01, 23, 75, 03, 34],
    [88, 02, 77, 73, 07, 63, 67],
    [99, ",5
18,18,19,runtime_error,,171,"Traceback (most recent call last):
  File ""/tmp/tmpwjb8086w/tmp.py"", line 21, in <module>
    print(count_sundays(1901, 2000))
  File ""/tmp/tmpwjb8086w/tmp.py"", line 17, in count_sundays
    if datetime.date(year, month, 1).weekday() == 6:
NameError: name 'datetime' is not defined
","
def is_leap_year(year):
    return year % 4 == 0 and (year % 100 != 0 or year % 400 == 0)

def days_in_month(month, year):
    if month in [4, 6, 9, 11]:
        return 30
    elif month == 2:
        return 28 + is_leap_year(year)
    else:
        return 31

def count_sundays(start_year, end_year):
    sundays = 0
    for year in range(start_year, end_year + 1):
        for month in range(1, 13):
            if datetime.date(year, month, 1).weekday() == 6:
                sundays += 1
    return sundays

print(count_sundays(1901, 2000))
",5
19,19,20,runtime_error,,648,"Traceback (most recent call last):
  File ""/tmp/tmp6sh9kil5/tmp.py"", line 5, in <module>
    print(factorial_digit_sum(100))
  File ""/tmp/tmp6sh9kil5/tmp.py"", line 3, in factorial_digit_sum
    return sum(map(int, str(math.factorial(n))))
NameError: name 'math' is not defined
","
def factorial_digit_sum(n):
    return sum(map(int, str(math.factorial(n))))

print(factorial_digit_sum(100))
",5
20,20,21,wrong_output,"0
",31626,,"
def sum_amicable_numbers(n):
    amicable_numbers = set()
    for i in range(2, n):
        j = sum(divisors(i))
        if j < n and i == sum(divisors(j)) and i != j:
            amicable_numbers.add(i)
            amicable_numbers.add(j)
    return sum(amicable_numbers)

def divisors(n):
    divisors = set()
    for i in range(1, int(n ** 0.5) + 1):
        if n % i == 0:
            divisors.add(i)
            divisors.add(n // i)
    return divisors

print(sum_amicable_numbers(10000))
",5
21,21,23,runtime_error,,4179871,"  File ""/tmp/tmpaajbm6su/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
def sum_of_non_abundant_sums(limit):
    abundant_numbers = [n for n in range(1, limit + 1) if sum_of_divisors(n) > n]
    non_abundant_sums = set(range(1, limit + 1))
    for i in range(len(abundant_numbers)):
        for j in range(i, len(abundant_numbers)):
            sum = abundant_numbers[i] + abundant_numbers[j]
            if sum <= limit:
                non_abundant_sums.discard(sum)
            else:
                break
    return sum(non_abundant_sums)

def sum_of_divisors(n):
    divisors = [1]
    for i in range(2, int(n ** 0.5) + 1):
        if n % i == 0:
            divisors.append(i)
            if i != n // i:
                divisors.append(n // i)
    return sum(divisors)

print(sum_of_non_abundant",5
22,22,24,no_error,"2783915460
",2783915460,,"
from itertools import permutations

def millionth_permutation(digits):
    return ''.join(map(str, list(permutations(digits))[999999]))

print(millionth_permutation([0, 1, 2, 3, 4, 5, 6, 7, 8, 9]))
",5
23,23,25,wrong_output,"4783
",4782,,"
def fib_len(n):
    a, b = 1, 1
    i = 2
    while len(str(a)) < n:
        a, b = b, a + b
        i += 1
    return i

print(fib_len(1000))
",5
24,24,26,no_error,"983
",983,,"
def cycle_length(n):
    seen = set()
    r = 1
    while r not in seen:
        seen.add(r)
        r = (r * 10) % n
    return len(seen)

print(max(range(1, 1000), key=cycle_length))
",5
25,25,27,runtime_error,,-59231,"  File ""/tmp/tmp0a_g5v1t/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
def is_prime(n):
    if n < 2:
        return False
    if n % 2 == 0:
        return n == 2
    if n % 3 == 0:
        return n == 3
    d = 5
    while d * d <= n:
        if n % d == 0:
            return False
        d += 2
        if n % d == 0:
            return False
        d += 4
    return True

def quadratic_primes(a, b):
    n = 0
    while is_prime(n * n + a * n + b):
        n += 1
    return n

def main():
    max_n = 0
    max_a = 0
    max_b = 0
    for a in range(-999, 1000):
        for b in range(-1000, 1001):
            n = quadratic_primes(a, b)
            if n > max_n:
                max_n = n
                max_a",5
26,26,28,wrong_output,"4002004
",669171001,,"
def diagonal_sum(n):
    if n == 1:
        return 1
    else:
        return 4 * n * n - 6 * (n - 1)

print(diagonal_sum(1001))
",5
27,27,29,no_error,"9183
",9183,,"
def distinct_powers(a_max, b_max):
    powers = set()
    for a in range(2, a_max + 1):
        for b in range(2, b_max + 1):
            powers.add(a ** b)
    return len(powers)

print(distinct_powers(100, 100))
",5
28,28,30,no_error,"443839
",443839,,"
def fifth_power_sum(n):
    return sum(int(d)**5 for d in str(n))

print(sum(n for n in range(2, 1000000) if n == fifth_power_sum(n)))
",5
29,29,31,no_error,"73682
",73682,,"
def count(target, coins):
    ways = [1] + [0] * target
    for coin in coins:
        for i in range(coin, target + 1):
            ways[i] += ways[i - coin]
    return ways[target]

print(count(200, [1, 2, 5, 10, 20, 50, 100, 200]))
",5
30,30,32,wrong_output,"7275754
",45228,,"
def is_pandigital(n):
    digits = set(str(n))
    return digits == set('123456789')

def pandigital_products():
    products = set()
    for i in range(1, 10):
        for j in range(1000, 10000):
            product = i * j
            if is_pandigital(str(i) + str(j) + str(product)):
                products.add(product)
    return sum(products)

print(pandigital_products())
",5
31,31,33,runtime_error,,100,"  File ""/tmp/tmp0y4j3qif/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
from fractions import Fraction

def digit_cancelling_fractions():
    fractions = []
    for n in range(10, 100):
        for d in range(n+1, 100):
            if n % 10 == 0 or d % 10 == 0:
                continue
            if n // 10 == d // 10:
                if n / d == (n % 10) / (d % 10):
                    fractions.append(Fraction(n, d))
            elif n // 10 == d % 10:
                if n / d == (n % 10) / (d // 10):
                    fractions.append(Fraction(n, d))
            elif n % 10 == d // 10:
                if n / d == (n // 10) / (d % 10):
                    fractions.append(Fraction(n, d))
            elif n % 10 == d % 10:
                if n / d == (n // 1",5
32,32,34,no_error,"40730
",40730,,"
from math import factorial

def digit_factorials():
    factorials = [factorial(i) for i in range(10)]
    for i in range(3, 1000000):
        if i == sum(factorials[int(d)] for d in str(i)):
            yield i

print(sum(digit_factorials()))
",5
33,33,35,no_error,"55
",55,,"
def is_prime(n):
    if n < 2:
        return False
    for i in range(2, int(n ** 0.5) + 1):
        if n % i == 0:
            return False
    return True

def is_circular_prime(n):
    s = str(n)
    for i in range(len(s)):
        if not is_prime(int(s[i:] + s[:i])):
            return False
    return True

count = 0
for i in range(2, 1000000):
    if is_circular_prime(i):
        count += 1

print(count)
",5
34,34,36,wrong_output,"545045040
",872187,,"
def is_palindrome(n, base):
    s = str(n)
    return s == s[::-1]

def main():
    sum = 0
    for i in range(1, 1000000):
        if is_palindrome(i, 10) and is_palindrome(i, 2):
            sum += i
    print(sum)

if __name__ == ""__main__"":
    main()
",5
35,35,37,no_error,"748317
",748317,,"
def is_prime(n):
    if n < 2:
        return False
    for i in range(2, int(n ** 0.5) + 1):
        if n % i == 0:
            return False
    return True

def is_truncatable_prime(n):
    if not is_prime(n):
        return False
    s = str(n)
    for i in range(1, len(s)):
        if not is_prime(int(s[i:])) or not is_prime(int(s[:i])):
            return False
    return True

print(sum(filter(is_truncatable_prime, range(11, 1000000))))
",5
36,36,38,wrong_output,"45
",932718654,,"
def pandigital_multiples(n):
    for i in range(n, 0, -1):
        product = i
        digits = set(str(product))
        for j in range(2, n + 1):
            product += i
            digits.update(str(product))
            if len(digits) == 9 and '0' not in digits:
                return product
    return 0

print(pandigital_multiples(9))
",5
37,37,39,no_error,"840
",840,,"
def count_solutions(p):
    count = 0
    for a in range(1, p // 3 + 1):
        for b in range(a, (p - a) // 2 + 1):
            c = p - a - b
            if a * a + b * b == c * c:
                count += 1
    return count

max_count = 0
max_p = 0
for p in range(1, 1001):
    count = count_solutions(p)
    if count > max_count:
        max_count = count
        max_p = p

print(max_p)
",5
38,38,40,runtime_error,,210,"Traceback (most recent call last):
  File ""/tmp/tmp9yxpxt64/tmp.py"", line 8, in <module>
    print(champernowne(1000000))
  File ""/tmp/tmp9yxpxt64/tmp.py"", line 6, in champernowne
    return int(s[n-1]) * int(s[n*10-1]) * int(s[n*100-1]) * int(s[n*1000-1]) * int(s[n*10000-1]) * int(s[n*100000-1]) * int(s[n*1000000-1])
IndexError: string index out of range
","
def champernowne(n):
    s = ''
    for i in range(1, n+1):
        s += str(i)
    return int(s[n-1]) * int(s[n*10-1]) * int(s[n*100-1]) * int(s[n*1000-1]) * int(s[n*10000-1]) * int(s[n*100000-1]) * int(s[n*1000000-1])

print(champernowne(1000000))
",5
39,39,41,timeout_error,,7652413,TIMEOUT,"
def is_pandigital(n):
    digits = set(str(n))
    return digits == set(str(i) for i in range(1, len(digits) + 1))

def is_prime(n):
    if n < 2:
        return False
    for i in range(2, int(n ** 0.5) + 1):
        if n % i == 0:
            return False
    return True

def largest_pandigital_prime():
    for i in range(9, 0, -1):
        for n in range(int('9' * i), int('1' + '0' * (i - 1)), -1):
            if is_pandigital(n) and is_prime(n):
                return n

print(largest_pandigital_prime())
",5
40,40,43,runtime_error,,16695334890,"Traceback (most recent call last):
  File ""/tmp/tmps9ss9y4c/tmp.py"", line 14, in <module>
    print(sub_string_divisibility())
  File ""/tmp/tmps9ss9y4c/tmp.py"", line 4, in sub_string_divisibility
    pandigitals = [int(''.join(p)) for p in permutations('0123456789')]
NameError: name 'permutations' is not defined
","
def sub_string_divisibility():
    # Generate all 0 to 9 pandigital numbers
    pandigitals = [int(''.join(p)) for p in permutations('0123456789')]

    # Check each pandigital number for the sub-string divisibility property
    sum = 0
    for pandigital in pandigitals:
        if all(int(str(pandigital)[i:i+3]) % (i+2) == 0 for i in range(1, 8)):
            sum += pandigital

    return sum

print(sub_string_divisibility())
",5
41,41,44,no_error,"5482660
",5482660,,"
def pentagonal(n):
    return n * (3 * n - 1) // 2

def is_pentagonal(n):
    if n < 1:
        return False
    x = (1 + 24 * n) ** 0.5
    return x.is_integer() and (x + 1) % 6 == 0

def main():
    min_diff = float('inf')
    for j in range(1, 10000):
        pj = pentagonal(j)
        for k in range(j + 1, 10000):
            pk = pentagonal(k)
            diff = abs(pk - pj)
            if is_pentagonal(pj + pk) and is_pentagonal(diff):
                min_diff = min(min_diff, diff)
    print(min_diff)

if __name__ == '__main__':
    main()
",5
42,42,45,timeout_error,,1533776805,TIMEOUT,"
def triangle(n):
    return n * (n + 1) // 2

def pentagonal(n):
    return n * (3 * n - 1) // 2

def hexagonal(n):
    return n * (2 * n - 1)

def main():
    n = 286
    while True:
        t = triangle(n)
        if pentagonal(n) == t and hexagonal(n) == t:
            print(t)
            break
        n += 1

if __name__ == '__main__':
    main()
",5
43,43,46,wrong_output,"9943
",5777,,"
def is_prime(n):
    if n < 2:
        return False
    for i in range(2, int(n**0.5)+1):
        if n % i == 0:
            return False
    return True

def goldbach_other_conjecture(n):
    for i in range(3, n+1, 2):
        if not is_prime(i):
            for j in range(1, int((n-i)/2)+1):
                if is_prime(i+2*j*j):
                    break
            else:
                return i

print(goldbach_other_conjecture(10000))
",5
44,44,47,no_error,"134043
",134043,,"
def distinct_prime_factors(n):
    factors = set()
    while n % 2 == 0:
        factors.add(2)
        n //= 2
    for i in range(3, int(n ** 0.5) + 1, 2):
        while n % i == 0:
            factors.add(i)
            n //= i
    if n > 2:
        factors.add(n)
    return len(factors)

def main():
    n = 1
    while True:
        if distinct_prime_factors(n) == 4 and distinct_prime_factors(n + 1) == 4 and distinct_prime_factors(n + 2) == 4 and distinct_prime_factors(n + 3) == 4:
            print(n)
            break
        n += 1

if __name__ == '__main__':
    main()
",5
45,45,48,no_error,"9110846700
",9110846700,,"
def self_powers(n):
    return sum(i**i for i in range(1, n+1)) % 10**10

print(self_powers(1000))
",5
46,46,49,wrong_output,"148748178147
",296962999629,,"
from itertools import permutations

def is_prime(n):
    if n < 2:
        return False
    for i in range(2, int(n ** 0.5) + 1):
        if n % i == 0:
            return False
    return True

def main():
    for perm in permutations('1487'):
        n = int(''.join(perm))
        if is_prime(n) and is_prime(n + 3330) and is_prime(n + 6660):
            print(str(n) + str(n + 3330) + str(n + 6660))
            break

if __name__ == '__main__':
    main()
",5
47,47,50,no_error,"997651
",997651,,"
import math
import itertools

def is_prime(n):
    if n < 2:
        return False
    for i in range(2, int(math.sqrt(n)) + 1):
        if n % i == 0:
            return False
    return True

def main():
    primes = [2, 3, 5, 7]
    for i in range(11, 1000000, 2):
        if is_prime(i):
            primes.append(i)

    max_length = 0
    max_prime = 0
    for i in range(len(primes)):
        for j in range(i + 1, len(primes)):
            s = sum(primes[i:j])
            if s > 1000000:
                break
            if is_prime(s) and j - i > max_length:
                max_length = j - i
                max_prime = s

    print(max_prime)

if __name__ == ""__main__"":
    main()
",5
48,48,51,wrong_output,"13
",121313,,"
from itertools import product
from math import sqrt

def is_prime(n):
    if n < 2:
        return False
    for i in range(2, int(sqrt(n)) + 1):
        if n % i == 0:
            return False
    return True

def prime_digit_replacements(n):
    digits = [int(d) for d in str(n)]
    for i in range(len(digits)):
        for j in range(10):
            digits[i] = j
            if is_prime(int(''.join(map(str, digits)))):
                yield int(''.join(map(str, digits)))

def main():
    for n in range(2, 1000000):
        if len(set(prime_digit_replacements(n))) == 8:
            print(n)
            break

if __name__ == '__main__':
    main()
",15
49,49,52,no_error,"142857
",142857,,"
def permuted_multiples(n):
    digits = set(str(n))
    for i in range(2, 7):
        if set(str(i * n)) != digits:
            return False
    return True

for i in range(1, 1000000):
    if permuted_multiples(i):
        print(i)
        break
",5
50,50,53,no_error,"4075
",4075,,"
from math import factorial

def main():
    count = 0
    for n in range(1, 101):
        for r in range(1, n + 1):
            if factorial(n) // factorial(r) // factorial(n - r) > 1000000:
                count += 1
    print(count)

if __name__ == '__main__':
    main()
",5
51,51,55,no_error,"249
",249,,"
def is_lychrel(n):
    for i in range(50):
        n += int(str(n)[::-1])
        if str(n) == str(n)[::-1]:
            return False
    return True

print(sum(is_lychrel(i) for i in range(10000)))
",5
52,52,56,wrong_output,,972,,"
def powerful_digit_sum():
    return max(sum(map(int, str(a**b))) for a in range(1, 100) for b in range(1, 100))
",5
53,53,57,wrong_output,"0
",153,,"
def num_digits(n):
    return len(str(n))

def main():
    count = 0
    n, d = 1, 2
    for i in range(1, 1001):
        n, d = d, n + 2 * d
        if num_digits(n) > num_digits(d):
            count += 1
    print(count)

if __name__ == '__main__':
    main()
",5
54,54,58,runtime_error,,26241,"  File ""/tmp/tmpxtl01mb0/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
from itertools import count, islice
from math import sqrt
from collections import defaultdict

def primes():
    yield 2
    yield 3
    yield 5
    yield 7
    yield 11
    yield 13
    yield 17
    yield 19
    yield 23
    yield 29
    yield 31
    yield 37
    yield 41
    yield 43
    yield 47
    yield 53
    yield 59
    yield 61
    yield 67
    yield 71
    yield 73
    yield 79
    yield 83
    yield 89
    yield 97
    yield 101
    yield 103
    yield 107
    yield 109
    yield 113
    yield 127
    yield 131
    yield 137
    yield 139
    yield 149
    yield 151
    yield 157
    ",5
55,55,60,timeout_error,,26033,TIMEOUT,"
from itertools import combinations

def is_prime(n):
    if n < 2:
        return False
    for i in range(2, int(n ** 0.5) + 1):
        if n % i == 0:
            return False
    return True

def is_prime_concat(a, b):
    return is_prime(int(str(a) + str(b))) and is_prime(int(str(b) + str(a)))

def main():
    primes = [p for p in range(2, 10000) if is_prime(p)]
    for c in combinations(primes, 5):
        if all(is_prime_concat(a, b) for a, b in combinations(c, 2)):
            print(sum(c))
            break

if __name__ == '__main__':
    main()
",20
56,56,61,runtime_error,,28684,"  File ""/tmp/tmp8e23cs9b/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
from itertools import permutations

def P3(n):
    return n * (n + 1) // 2

def P4(n):
    return n * n

def P5(n):
    return n * (3 * n - 1) // 2

def P6(n):
    return n * (2 * n - 1)

def P7(n):
    return n * (5 * n - 3) // 2

def P8(n):
    return n * (3 * n - 2)

def is_cyclic(nums):
    for i in range(len(nums) - 1):
        if nums[i] % 100 != nums[i + 1] // 100:
            return False
    return nums[0] % 100 == nums[-1] // 100

def main():
    nums = [P3(n) for n in range(1, 141)] + \
           [P4(n) for n in range(1, 32)] + \
           [P5",20
57,57,62,syntax_error,,127035954683,"  File ""/tmp/tmpplx8_wgj/tmp.py"", line 10
    perms = set(map(int, ''.join(p) for p in permutations(str(cube))))
                         ^
SyntaxError: Generator expression must be parenthesized
","
from itertools import permutations

def is_cube(n):
    return int(n ** (1 / 3)) ** 3 == n

def main():
    for i in range(1, 10000000):
        cube = i ** 3
        perms = set(map(int, ''.join(p) for p in permutations(str(cube))))
        if len(perms & {is_cube(p) for p in perms}) == 5:
            print(cube)
            break

if __name__ == '__main__':
    main()
",15
58,58,63,wrong_output,"38
",49,,"
def powerful_digit_counts(n):
    return sum(1 for i in range(1, 10) for j in range(1, n + 1) if len(str(i ** j)) == j)

if __name__ == '__main__':
    print(powerful_digit_counts(10))
",5
59,59,64,timeout_error,,1322,TIMEOUT,"
from math import sqrt

def period(n):
    m = 0
    d = 1
    a = int(sqrt(n))
    while True:
        m = d * a - m
        d = (n - m * m) // d
        a = (a + m) // d
        yield a

def main():
    count = 0
    for n in range(2, 10001):
        if len(list(period(n))) % 2 == 1:
            count += 1
    print(count)

if __name__ == '__main__':
    main()
",20
60,60,65,wrong_output,"94
",272,,"
def sum_digits(n):
    return sum(map(int, str(n)))

def convergents(n):
    a, b, c, d = 2, 1, 1, 0
    for _ in range(n):
        a, b, c, d = c, d, a + c, b + d
    return a

print(sum_digits(convergents(99)))
",15
61,61,66,wrong_output,"2
",661,,"
def diophantine_equation(limit):
    max_x = 0
    max_d = 0
    for d in range(2, limit + 1):
        if int(d ** 0.5) ** 2 == d:
            continue
        x = 1
        while True:
            y = (x ** 2 - 1) // d
            if y >= 0 and y ** 2 * d + 1 == x ** 2:
                if x > max_x:
                    max_x = x
                    max_d = d
                break
            x += 1
    return max_d

print(diophantine_equation(1000))
",25
62,62,68,runtime_error,,6531031914842725,"  File ""/tmp/tmpv2hk22ar/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
from itertools import permutations

def magic_5gon_ring(n):
    """"""
    Finds the maximum 16-digit string for a ""magic"" 5-gon ring.

    Args:
        n (int): The number of sides of the ring.

    Returns:
        str: The maximum 16-digit string for a ""magic"" 5-gon ring.
    """"""

    # Generate all possible permutations of the numbers 1 to n.
    permutations_list = list(permutations(range(1, n + 1)))

    # Find all the permutations that satisfy the magic 5-gon ring conditions.
    magic_permutations = []
    for permutation in permutations_list:
        if is_magic_5gon_ring(permutation):
            magic_permutations.append(permutation)

    # Find the maximum 16-digit string for a ""magic"" 5-gon ring.
    max_string = """"
    for permutation in magic_permutations:
        string = """".join(map(str, permutation))
        if len(string) == 16 and string > max",25
63,63,69,no_error,"510510
",510510,,"
from math import gcd

def totient(n):
    result = n
    for i in range(2, int(n ** 0.5) + 1):
        if n % i == 0:
            while n % i == 0:
                n //= i
            result -= result // i
    if n > 1:
        result -= result // n
    return result

def main():
    max_n = 0
    max_ratio = 0
    for n in range(2, 1000001):
        ratio = n / totient(n)
        if ratio > max_ratio:
            max_ratio = ratio
            max_n = n
    print(max_n)

if __name__ == '__main__':
    main()
",10
64,64,70,timeout_error,,8319823,TIMEOUT,"
from itertools import permutations

def totient(n):
    result = n
    p = 2
    while p * p <= n:
        if n % p == 0:
            while n % p == 0:
                n //= p
            result -= result // p
        p += 1
    if n > 1:
        result -= result // n
    return result

def main():
    min_ratio = float('inf')
    min_n = 0
    for n in range(2, 10**7):
        phi = totient(n)
        if sorted(str(n)) == sorted(str(phi)):
            ratio = n / phi
            if ratio < min_ratio:
                min_ratio = ratio
                min_n = n
    print(min_n)

if __name__ == '__main__':
    main()
",20
65,65,71,timeout_error,,428570,TIMEOUT,"
import math

def gcd(a, b):
    while b:
        a, b = b, a % b
    return a

def main():
    limit = 1000000
    fractions = []
    for d in range(2, limit + 1):
        for n in range(1, d):
            if gcd(n, d) == 1:
                fractions.append((n, d))
    fractions.sort(key=lambda x: x[0] / x[1])
    index = fractions.index((3, 7))
    print(fractions[index - 1][0])

if __name__ == ""__main__"":
    main()
",10
66,66,72,runtime_error,,303963552391,"Traceback (most recent call last):
  File ""/tmp/tmptb9bxx8k/tmp.py"", line 10, in <module>
    print(count_fractions(1000000))
  File ""/tmp/tmptb9bxx8k/tmp.py"", line 6, in count_fractions
    if math.gcd(n, d) == 1:
NameError: name 'math' is not defined
","
def count_fractions(limit):
    count = 0
    for d in range(2, limit + 1):
        for n in range(1, d):
            if math.gcd(n, d) == 1:
                count += 1
    return count

print(count_fractions(1000000))
",20
67,67,73,timeout_error,,7295372,TIMEOUT,"
from fractions import Fraction
from math import gcd

def count_fractions(limit):
    count = 0
    for d in range(2, limit + 1):
        for n in range(1, d):
            if gcd(n, d) == 1 and Fraction(n, d) > Fraction(1, 3) and Fraction(n, d) < Fraction(1, 2):
                count += 1
    return count

print(count_fractions(12000))
",15
